,authors,title,titlelink,journal,year
65,"A Othman, A Schraag, T Eigentler, S Afat, S Gatidis, K Nikolaou, B Klumpp",Vorhersage des Therapieansprechens und des Überlebens von Melanompatienten unter Immuntherapie anhand prätherapeutischer klinischer und radiologischer Prädiktoren,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:eq2jaN3J8jMC,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden …,2020
66,"C Reinert, S Gatidis, H Dittmann, C Pfannenberg, K Nikolaou, ...",Metabolisches Tumorvolumen im 18F-FDG-PET/CT als klinischer und prognostischer Marker bei Melanompatienten: Vergleich mit serologischen Tumormarkern und Akute-Phase-Proteinen,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:SdhP9T11ey4C,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden …,2020
67,"W Matthias, S Gatidis, D Blum, C Pfannenberg, M Reimold, K Nikolaou, ...",Kann der Einsatz von machine learning die Detektion von Lymphknotenmetastasen mittels multiparametrischer PET/MRT beim frühen Zervixkarzinoms verbessern?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:JoZmwDi-zQgC,"Nuklearmedizin-NuclearMedicine 59 (02), P116",2020
68,"W Matthias, S Gatidis, M Reimold, C Pfannenberg, SY Brucker, ...",Dual timepoint FDG-PET/MRT zur präoperativen Detektion von Lymphknotenmetastasen bei frühem Zervixkarzinom-eine schnelle Alternative zur dynamischen PET?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:PELIpwtuRlgC,"Nuklearmedizin-NuclearMedicine 59 (02), V85",2020
69,"SS Walter, E Wintermeyer, C Klinger, R Lorbeer, W Rathmann, A Peters, ...",Association between metabolic syndrome and hip osteoarthritis in middle-aged men and women from the general population,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:Y5dfb0dijaUC,"Plos one 15 (3), e0230185",2020
70,"T Hepp, A Othman, A Liebgott, JH Kim, C Pfannenberg, S Gatidis",Effects of simulated dose variation on contrast-enhanced CT-based radiomic analysis for Non-Small Cell Lung Cancer,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:HE397vMXCloC,"European Journal of Radiology 124, 108804",2020
71,"S Fleischer, MS Kraus, S Gatidis, W Baden, A Hector, D Hartl, I Tsiflikas, ...",New severity assessment in cystic fibrosis: signal intensity and lung volume compared to LCI and FEV1: preliminary results,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:XiVPGOgt02cC,"European Radiology 30 (3), 1350-1358",2020
72,"CP Reinert, J Sekler, C la Fougère, C Pfannenberg, S Gatidis",Impact of PET/CT on clinical management in patients with cancer of unknown primary—a PET/CT registry study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:bnK-pcrLprsC,"European Radiology 30 (3), 1325-1333",2020
73,"K Armanious, S Abdulatif, W Shi, S Salian, T Küstner, D Weiskopf, T Hepp, ...",Age-Net: An MRI-based iterative framework for biological age estimation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:5qfkUJPXOUwC,arXiv preprint arXiv:2009.10765,2020
74,"T Küstner, C Gilliam, T Blu, M Schwartz, G Cruz, J Pan, C Würslin, ...",Non-rigid “image” registration in k-space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:lmc2jWPfTJgC,Proc International Society for Magnetic Resonance in Medicine (ISMRM),2020
75,"K Armanious, C Jiang, M Fischer, T Küstner, T Hepp, K Nikolaou, ...","Chandra BS, Sastry CS, Jana S Robust heartbeat detection from multi-modal data via cnn-based generalizable information fusion IEEE Trans Biomed Eng 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:dQ2og3OwTAUC,"Comput Med Imaging Graph 79, 101684",2020
76,"K Armanious, C Jiang, M Fischer, T Küstner, T Hepp, K Nikolaou, ...",MedGAN: Medical image translation using GANs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:3s1wT3WcHBgC,"Computerized medical imaging and graphics 79, 101684",2020
77,"A Schraag, B Klumpp, S Afat, S Gatidis, K Nikolaou, TK Eigentler, ...",Baseline clinical and imaging predictors of treatment response and overall survival of patients with metastatic melanoma undergoing immunotherapy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:kRWSkSYxWN8C,"European Journal of Radiology 121, 108688",2019
78,"J Weiss, C Ruff, U Grosse, G Grözinger, M Horger, K Nikolaou, S Gatidis",Assessment of hepatic perfusion using GRASP MRI: bringing liver MRI on a new level,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:D_sINldO8mEC,"Investigative Radiology 54 (12), 737-743",2019
79,"S Gatidis, T Beyer, M Becker, K Riklund, K Nikolaou, C Cyran, ...",State of affairs of hybrid imaging in Europe: two multi-national surveys from 2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:fQNAKQ3IYiAC,"Insights into Imaging 10 (1), 1-6",2019
80,"T Küstner, K Armanious, J Yang, B Yang, F Schick, S Gatidis",Retrospective correction of motion‐affected MR images using deep learning frameworks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:LPZeul_q3PIC,"Magnetic resonance in medicine 82 (4), 1527-1540",2019
81,"A Liebgott, D Hindere, K Armanious, A Bartler, K Nikolaou, S Gatidis, ...",Prediction of FDG uptake in Lung Tumors from CT Images Using Generative Adversarial Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:olpn-zPbct0C,"2019 27th European Signal Processing Conference (EUSIPCO), 1-5",2019
82,"K Armanious, C Jiang, S Abdulatif, T Küstner, S Gatidis, B Yang",Unsupervised medical image translation using cycle-MedGAN,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:vRqMK49ujn8C,"2019 27th European Signal Processing Conference (EUSIPCO), 1-5",2019
83,"M Reimold, K Nikolaou, MD Christian La Fougère, S Gatidis",18 Independent brain F-FDG PET attenuation correction using a deep learning approach with Generative Adversarial Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:BrmTIyaxlBUC,"Hellenic journal of nuclear medicine 22 (3), 179-186",2019
84,"K Zwirner, S Leibfarth, FJ Hilke, J Matthes, R Winter, S Welz, S Gatidis, ...",Genetic and imaging intratumoral Heterogeneity in Patients with Head and Neck Tumors,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:eJXPG6dFmWUC,"STRAHLENTHERAPIE UND ONKOLOGIE 195, S130-S130",2019
85,"K Armanious, Y Mecky, S Gatidis, B Yang",Adversarial inpainting of medical image modalities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:Se3iqnhoufwC,"ICASSP 2019-2019 IEEE International Conference on Acoustics, Speech and …",2019
86,"M Weissinger, FA Taran, S Brucker, M Reimold, S Gatidis, C Pfannenberg, ...",FDG-PET/MRI combined with SPECT/CT guided sentinel lymph node mapping for lymph node staging in patients with early stage cervical and endometrial carcinoma: a prospective study.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:VOx2b1Wkg3QC,"Journal of Nuclear Medicine 60 (supplement 1), 551-551",2019
87,"K Armanious, S Gatidis, K Nikolaou, B Yang, T Kustner",Retrospective correction of rigid and non-rigid MR motion artifacts using GANs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:_Qo2XoVZTnwC,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019 …,2019
88,"CP Reinert, C La Fougere, K Nikolaou, C Pfannenberg, S Gatidis",Value of CT iterative metal artifact reduction in PeT/CT—clinical evaluation in 100 patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:tS2w5q8j5-wC,"The British Journal of Radiology 92 (1096), 20180756",2019
89,"L Umutlu, T Beyer, JS Grueneisen, C Rischpler, HH Quick, P Veit-Haibach, ...",Whole-body [18F]-FDG-PET/MRI for oncology: a consensus recommendation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:1sJd4Hv_s6UC,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden …,2019
90,"SD Rado, R Lorbeer, S Gatidis, J Machann, C Storz, K Nikolaou, ...",MRI-based assessment and characterization of epicardial and paracardial fat depots in the context of impaired glucose metabolism and subclinical left-ventricular alterations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:aqlVkmm33-oC,"The British journal of radiology 92 (1096), 20180562",2019
91,"M Weissinger, FA Taran, S Brucker, M Reimold, S Gatidis, C Pfannenberg, ...",Stellenwert der FDG-PET/MRT und Sentinel Node (SLN) SPECT/CT beim Lymphknotenstaging des frühen Zervix-und Endometriumkarzinoms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:rO6llkc54NcC,"Nuklearmedizin-NuclearMedicine 58 (02), V58",2019
92,"CP Reinert, MU Schuhmann, B Bender, I Gugel, C la Fougère, J Schäfer, ...",Comprehensive anatomical and functional imaging in patients with type I neurofibromatosis using simultaneous FDG-PET/MRI,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:ZHo1McVdvXMC,"European journal of nuclear medicine and molecular imaging 46 (3), 776-787",2019
93,"SS Walter, R Perl, M Notohamiprodjo, K Nikolaou, S Gatidis",Improvement of EPI-based DWI of the head/neck region using additional local shim coils at 3 Tesla,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:-FonjvnnhkoC,"Proceedings of the 27th Annual Meeting of ISMRM, Montréal, Québec, Canada, 3521",2019
94,"T Kuestner, M Schwartz, Y Zhu, P Martirosian, B Yang, S Gatidis, ...",Automated whole-body adipose tissue segmentation in T1-weighted fast spin echo imaging in a cohort of subjects at increased risk for type 2 diabetes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:WZBGuue-350C,ISMRM's 27th annual meeting and exhibition,2019
95,"K Armanious, V Kumar, S Abdulatif, T Hepp, S Gatidis, B Yang",ipa-medgan: Inpainting of arbitrarily regions in medical modalities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:V3AGJWp-ZtQC,arXiv preprint arXiv:1910.09230,2019
96,"K Armanious, S Abdulatif, AR Bhaktharaguttu, T Küstner, T Hepp, ...",ORGAN-BASED AGE ESTIMATION BASED ON 3D MRI SCANS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:q3oQSFYPqjQC,CoRR,2019
97,"C Pfannenberg, B Gueckel, L Wang, S Gatidis, SC Olthof, W Vach, ...",Practice-based evidence for the clinical benefit of PET/CT—results of the first oncologic PET/CT registry in Germany,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:M05iB0D1s5AC,"European Journal of Nuclear Medicine and Molecular Imaging 46 (1), 54-64",2019
98,"S Gatidis, JF Schäfer",PET/MRI,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:UeHWp8X0CEIC,"Imaging in Pediatric Oncology, 63-73",2019
99,"A Liebgott, T Küstner, H Strohmeier, T Hepp, P Mangold, P Martirosian, ...",ImFEATbox: a toolbox for extraction and analysis of medical image features,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:RGFaLdJalmkC,International journal of computer assisted radiology and surgery 13 (12 …,2018
100,"M Esser, S Hess, M Teufel, MS Kraus, S Schneeweiß, S Gatidis, ...",Radiation dose optimization in pediatric chest CT: major indicators of dose exposure in 1695 CT scans over seven years,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:roLk4NBRz8UC,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden …,2018
101,"S Milde, A Liebgott, Z Wu, W Feng, J Yang, L Mauch, P Martirosian, ...",Graphical User Interface for Medical Deep Learning-Application to Magnetic Resonance Imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:2osOgNQ5qMEC,2018 Asia-Pacific Signal and Information Processing Association Annual …,2018
102,"T Küstner, S Gatidis, A Liebgott, M Schwartz, L Mauch, P Martirosian, ...",A machine-learning framework for automatic reference-free quality assessment in MRI,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:ldfaerwXgEUC,"Magnetic resonance imaging 53, 134-147",2018
103,"T Küstner, S Müller, M Fischer, J Weiß, K Nikolaou, F Bamberg, B Yang, ...",Semantic organ segmentation in 3D whole-body MR images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:738O_yMBCRsC,"2018 25th IEEE International Conference on Image Processing (ICIP), 3498-3502",2018
104,"B Gutiérrez-Becker, S Gatidis, D Gutmann, A Peters, C Schlett, F Bamberg, ...",Deep shape analysis on abdominal organs for diabetes prediction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:HoB7MX3m0LUC,"International Workshop on Shape in Medical Imaging, 223-231",2018
105,"RM Winter, S Leibfarth, H Schmidt, K Zwirner, D Mönnich, S Welz, ...",Assessment of image quality of a radiotherapy-specific hardware solution for PET/MRI in head and neck cancer patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:4TOpqqG69KYC,"Radiotherapy and Oncology 128 (3), 485-491",2018
106,"C Storz, SD Heber, S Rospleszcz, J Machann, S Sellner, K Nikolaou, ...","The role of visceral and subcutaneous adipose tissue measurements and their ratio by magnetic resonance imaging in subjects with prediabetes, diabetes and healthy controls from …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:d1gkVwhDpl0C,"The British journal of radiology 91 (1089), 20170808",2018
107,"K Zwirner, D Thorwarth, RM Winter, S Welz, J Weiss, NF Schwenzer, ...",Voxel-wise correlation of functional imaging parameters in HNSCC patients receiving PET/MRI in an irradiation setup,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:W7OEmFMy1HYC,"Strahlentherapie und Onkologie 194 (8), 719-726",2018
108,"D Sonanini, J Schwenck, J Schmitt, A Maurer, S Gatidis, C Seitz, ...",Translational theranostic imaging of lymphoma using radiolabeled αCD19-antibodies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:zYLM7Y9cAGgC,"Cancer Research 78 (13_Supplement), 658-658",2018
109,"T Küstner, K Liu, A Liebgott, L Mauch, P Martirosian, F Bamberg, ...",Simultaneous detection and identification of MR artifact types in whole-body imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:PoWvk5oyLR8C,Proceedings of the International Society for Magnetic Resonance in Medicine …,2018
110,"T Küstner, M Jandt, A Liebgott, L Mauch, P Martirosian, F Bamberg, ...",Motion artifact quantification and localization for whole-body MRI,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:gsN89kCJA0AC,Proceedings of the International Society for Magnetic Resonance in Medicine …,2018
111,"C Storz, S Rospleszcz, R Lorbeer, H Hetterich, SD Auweter, W Sommer, ...","Phenotypic multiorgan involvement of subclinical disease as quantified by magnetic resonance imaging in subjects with prediabetes, diabetes, and normal glucose tolerance",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:WbkHhVStYXYC,"Investigative Radiology 53 (6), 357-364",2018
112,"H Preibsch, SD Bahrs, S Fleischer, B Wiesinger, S Gatidis, M Hahn, ...",Simultanes multiparametrisches F18 FDG-PET/MRT der Mamma in der Diagnostik des Mammakarzinoms: initiale Ergebnisse,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:Zph67rFs4hoC,"Senologie-Zeitschrift für Mammadiagnostik und-therapie 15 (02), 107",2018
113,"C Gani, M Nachbar, D Moennich, P Kalwa, U Grosse, S Gatidis, F Schick, ...",Plan Comparison Study between a 1.5 T MR-Linac and a Standard-Linac for the definitive Chemoradiotherapy of thoracic Esophageal Cancer,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:KlAtU1dfN6UC,"STRAHLENTHERAPIE UND ONKOLOGIE 194, S151-S151",2018
114,"S Welz, D Moennich, M Nachbar, E Neuhaus, S Boeke, D Zips, U Grosse, ...",1.5 Tesla MR-Linac Treatment Plans for a Hypoxia-based Dose Escalation in Head and Neck Tumors,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:LkGwnXOMwfcC,"STRAHLENTHERAPIE UND ONKOLOGIE 194, S65-S65",2018
115,"P Krumm, S Mangold, S Gatidis, K Nikolaou, F Nensa, F Bamberg, ...",Clinical use of cardiac PET/MRI: current state-of-the-art and potential future applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:TQgYirikUcIC,"Japanese Journal of Radiology 36 (5), 313-323",2018
116,"T Küstner, M Jandt, A Liebgott, L Mauch, P Martirosian, F Bamberg, ...",Automatic motion artifact detection for Whole-Body magnetic resonance imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:0EnyYjriUFMC,"2018 IEEE International Conference on Acoustics, Speech and Signal …",2018
117,"A Liebgott, F Liebgott, B Yang, S Gatidis, K Nikolaou",Automated detection of high FDG uptake regions in CT images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:u-x6o8ySG0sC,"2018 IEEE International Conference on Acoustics, Speech and Signal …",2018
118,"C Pfannenberg, B Gückel, L Wang, J Sekler, S Gatidis, S Olthof, ...",Klinische Nutzenbewertung der PET/CT: Ergebnisse des ersten onkologischen PET/CT-Registers in Deutschland,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:EUQCXRtRnyEC,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden …,2018
119,"T Küstner, A Liebgott, L Mauch, P Martirosian, F Bamberg, K Nikolaou, ...",Automated reference-free detection of motion artifacts in magnetic resonance images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:SeFeTyx0c_EC,"Magnetic Resonance Materials in Physics, Biology and Medicine 31 (2), 243-256",2018
120,"J Weiss, P Martirosian, M Notohamiprodjo, S Kaufmann, AE Othman, ...",Implementation of a 5-minute magnetic resonance imaging screening protocol for prostate cancer in men with elevated prostate-specific antigen before biopsy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:D03iK_w7-QYC,"Investigative radiology 53 (3), 186-190",2018
121,"A Liebgott, D Boborzi, S Gatidis, F Schick, K Nikolaou, B Yang, T Küstner",Active learning for automated reference-free MR image quality assessment: decreasing the number of required training samples by reduction of intra-batch redundancy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:oNZyr7d5Mn4C,Proceedings of the international society for magnetic resonance in medicine …,2018
122,"T Küstner, M Fischer, S Müller, D Gutmann, K Nikolaou, F Bamberg, ...",Automated segmentation of abdominal organs in T1-weighted MR images using a deep learning approach: application on a large epidemiological MR study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:MLfJN-KU85MC,Proceedings of the International Society for Magnetic Resonance in Medicine …,2018
123,"S Gatidis, K Nikolaou, JF Schäfer",Pediatric Imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:NaGl4SEjCO4C,"PET/MR Imaging: Current and Emerging Applications, 137-144",2018
124,"JF Schaefer, A Hector, K Schmidt, M Teufel, S Fleischer, ...",A semiquantitative MRI-Score can predict loss of lung function in patients with cystic fibrosis: Preliminary results,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:-f6ydRqryjwC,"European Radiology 28 (1), 74-84",2018
125,"AW Sauter, B Stieltjes, T Weikert, S Gatidis, M Wiese, M Klarhöfer, D Wild, ...",The Spatial Relationship between Apparent Diffusion Coefficient and Standardized Uptake Value of 18F-Fluorodeoxyglucose Has a Crucial Influence on the Numeric Correlation of …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:BqipwSGYUEgC,Contrast media & molecular imaging 2017,2017
126,"T Küstner, M Schwartz, P Martirosian, S Gatidis, F Seith, C Gilliam, T Blu, ...",MR-based respiratory and cardiac motion correction for PET imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:tOudhMTPpwUC,"Medical image analysis 42, 129-144",2017
127,"RM Winter, H Schmidt, S Leibfarth, K Zwirner, S Welz, NF Schwenzer, ...",Distortion correction of diffusion-weighted magnetic resonance imaging of the head and neck in radiotherapy position,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:K3LRdlH-MEoC,"Acta Oncologica 56 (11), 1659-1663",2017
128,"SS Walter, W Liu, A Stemmer, P Martirosian, K Nikolaou, ...",Combination of integrated dynamic shimming and readout-segmented echo planar imaging for diffusion weighted MRI of the head and neck region at 3 Tesla,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:8AbLer7MMksC,"Magnetic Resonance Imaging 42, 32-36",2017
129,"F Seith, H Schmidt, J Kunz, T Küstner, S Gatidis, K Nikolaou, C la Fougère, ...","Simulation of tracer dose reduction in 18F-FDG PET/MRI: effects on oncologic reading, image quality, and artifacts",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:ULOm3_A8WrAC,"Journal of Nuclear Medicine 58 (10), 1699-1705",2017
130,"C Storz, S Mangold, KAL Mueller, H Lausberg, S Gatidis, SD Heber, ...",Cardiac CT for guiding mitral valve interventions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:nb7KW1ujOQ8C,"Current Cardiovascular Imaging Reports 10 (9), 1-10",2017
